question,answer,generate_answer
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ cần có kỹ năng giao tiếp nào?,"Biết cách lập luận, sắp xếp ý tưởng.","Theo ngữ cảnh cung cấp, sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ cần có kỹ năng giao tiếp như sau:"
Sinh viên ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ cần có kiến thức về tin học nào?,"Có khả năng phân tích, đánh giá và lập trình một ngôn ngữ lập trình bậc cao.","- Sinh viên ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ cần có kiến thức về Khoa học Máy tính, bao gồm cơ sở toán, lập trình, cấu trúc dữ liệu và giải thuật, học máy"
Sinh viên ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ cần có kiến thức về toán học nào?,Nắm được các kiến thức liên quan đến Giải tích toán học.,"Sinh viên ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ cần có kiến thức về Toán và Vật lý. Cụ thể, họ cần vận dụng các kiến thức cơ bản về Toán và Vật lý"
Sinh viên ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ cần có kỹ năng chuyên môn nào?,Có kỹ năng hoàn thành công việc phức tạp đòi hỏi vận dụng kiến thức lý thuyết và thực tiễn của ngành được đào tạo trong những bối cảnh khác nhau.,"- Kỹ năng thực hành cao trong hầu hết các lĩnh vực của Công nghệ thông tin, cho phép sinh viên tốt nghiệp dễ dàng hòa nhập và phát triển trong môi trường làm việc mới."
Tên tiếng Việt của ngành đào tạo được đề cập trong văn bản là gì?,Trí tuệ nhân tạo.,Information Technology
Mã số ngành Trí tuệ nhân tạo là bao nhiêu?,7480207.,INT3401E
Văn bằng tốt nghiệp ngành Trí tuệ nhân tạo là gì?,Cử nhân.,Cử nhân ngành Trí tuệ nhân tạo
Thời gian đào tạo ngành Trí tuệ nhân tạo là bao lâu?,4 năm.,Thời gian đào tạo ngành Trí tuệ nhân tạo là 4 năm. 
Tên tiếng Anh của văn bằng Cử nhân ngành Trí tuệ nhân tạo là gì?,The Degree of Bachelor in Artificial Intelligence.,The Degree of Bachelor in Information Technology
Mục tiêu của chương trình Trí tuệ nhân tạo tại Trường Đại học Công nghệ là gì?,"Đào tạo nguồn nhân lực cử nhân có trình độ cao về chuyên môn, có năng lực phát triển các hệ thống TTNT và phân tích dữ liệu tiên tiến.","Mục tiêu của chương trình Trí tuệ nhân tạo tại Trường Đại học Công nghệ, ĐHQGHN là:"
Sinh viên chương trình Trí tuệ nhân tạo tại Trường Đại học Công nghệ được trang bị những gì?,Các kiến thức và kỹ năng hiện đại đáp ứng nhu cầu phát triển và ứng dụng TTNT.,Sinh viên chương trình Trí tuệ nhân tạo tại Trường Đại học Công nghệ được trang bị các kiến thức và kỹ năng hiện đại đáp ứng nhu cầu phát triển và ứng dụng trí tuệ nhân tạo nói riêng và công nghệ thông tin
Trường Đại học Công nghệ tạo điều kiện gì cho sinh viên ngành Trí tuệ nhân tạo?,"Tạo điều kiện tốt nhất để phát triển kiến thức, kỹ năng cũng như các phẩm chất nghề nghiệp.","Trường Đại học Công nghệ tạo điều kiện tốt nhất cho sinh viên ngành Trí tuệ nhân tạo để phát triển kiến thức, kỹ năng cũng như các phẩm chất nghề nghiệp thông qua việc cung cấp môi trường quản lý, giảng dạy, học"
Thông tin tuyển sinh của Trường Đại học Công nghệ dựa trên quy định của ai?,"Bộ Giáo dục và Đào tạo, Đại học Quốc gia Hà Nội và Đề án tuyển sinh hằng năm của Trường Đại học Công nghệ.",Trường Đại học Công nghệ dựa thông tin tuyển sinh của mình trên các quy định sau:
Tên tiếng Anh của ngành Trí tuệ nhân tạo là gì?,Artificial Intelligence.,4 năm
Tên tiếng Việt của ngành đào tạo được mô tả trong văn bản là gì?,Công nghệ Thông tin,Không có thông tin trong ngữ cảnh.
Tên tiếng Anh của ngành đào tạo được mô tả trong văn bản là gì?,Information Technology,Không biết
Mã số ngành Công nghệ Thông tin theo văn bản là bao nhiêu?,7480201,4 năm
Văn bằng tốt nghiệp ngành Công nghệ Thông tin là gì?,Cử nhân,+ Tiếng Việt: Cử nhân ngành Công nghệ Thông tin
Thời gian đào tạo ngành Công nghệ Thông tin là bao lâu?,4 năm,Thời gian đào tạo ngành Công nghệ Thông tin là 4 năm. 
Sinh viên tốt nghiệp ngành Công nghệ Thông tin sẽ được trang bị những kiến thức gì?,"Kiến thức cơ bản, quan trọng và hiện đại về Công nghệ Thông tin và truyền thông.","- Các kiến thức cơ bản, quan trọng và hiện đại về Công nghệ Thông tin và truyền thông, tập trung nhiều vào các quy trình xây dựng và triển khai các dự án phần mềm, quy trình tích hợp, quản lý và"
Sinh viên tốt nghiệp ngành Công nghệ Thông tin sẽ được trang bị những kỹ năng gì?,"Các kỹ năng thực hành cao, kỹ năng mềm và kỹ năng sử dụng ngoại ngữ tiếng Nhật.","- Kỹ năng thực hành cao trong hầu hết các lĩnh vực của Công nghệ thông tin, cho phép sinh viên tốt nghiệp dễ dàng hòa nhập và phát triển trong môi trường làm việc mới."
Hình thức tuyển sinh của Trường Đại học Công nghệ đối với ngành Công nghệ Thông tin là gì?,Theo quy định của Đại học Quốc gia Hà Nội.,Hình thức tuyển sinh của Trường Đại học Công nghệ đối với ngành Công nghệ Thông tin là theo quy định của Đại học Quốc gia Hà Nội. 
Dự kiến quy mô tuyển sinh ngành Công nghệ Thông tin của Trường Đại học Công nghệ là bao nhiêu?,60 sinh viên/năm.,Dự kiến quy mô tuyển sinh ngành Công nghệ Thông tin của Trường Đại học Công nghệ là 60 – 80 sinh viên/năm. 
Sinh viên tốt nghiệp ngành Công nghệ Thông tin định hướng thị trường Nhật Bản có thể làm việc ở đâu?,Tại Nhật Bản và một số nước phát triển khác.,"Sinh viên tốt nghiệp ngành Công nghệ Thông tin định hướng thị trường Nhật Bản có thể làm việc ở các doanh nghiệp Nhật Bản. Ngoài ra, họ cũng có thể làm việc tại các tổ chức, cơ quan, hoặc đơn vị khác"
Sinh viên tốt nghiệp ngành Công nghệ Thông tin định hướng thị trường Nhật Bản có thể học tập nâng cao ở đâu?,"Tại các cơ sở đào tạo trong nước và nước ngoài, đặc biệt là Nhật Bản.","Sinh viên tốt nghiệp ngành Công nghệ Thông tin định hướng thị trường Nhật Bản có thể tiếp tục học tập lên các chương trình đào tạo sau đại học tại các Trường đại học trong và ngoài nước; hoặc tiếp tục nghiên cứu, thực hành tr"
Chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tập trung vào lĩnh vực gì?,Công nghệ phần mềm.,"Chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tập trung vào lĩnh vực công nghệ phần mềm. Sinh viên được trang bị các kỹ năng thực hành cao, bao gồm phân tích, thiết kế,"
Sinh viên tốt nghiệp ngành Công nghệ Thông tin cần thành thạo những công việc gì?,"Phân tích, thiết kế, xây dựng, cài đặt, bảo trì, phát triển và quản lý các hệ thống, chương trình, dự án.","Không có thông tin cụ thể về những công việc mà sinh viên tốt nghiệp ngành Công nghệ Thông tin cần thành thạo. Tuy nhiên, dựa trên ngữ cảnh cung cấp, có thể thấy rằng sinh viên tốt nghiệp ngành này có khả"
Mục tiêu của chương trình đào tạo ngành Công nghệ thông tin định hướng thị trường Nhật Bản là gì?,Đào tạo kỹ sư CNTT có thể đáp ứng yêu cầu công việc tại Nhật Bản và các nước phát triển khác.,Mục tiêu của chương trình đào tạo ngành Công nghệ thông tin định hướng thị trường Nhật Bản là:
Sinh viên tốt nghiệp ngành Công nghệ Thông tin định hướng thị trường Nhật Bản cần có kỹ năng ngoại ngữ gì?,Tiếng Nhật.,Sinh viên tốt nghiệp ngành Công nghệ Thông tin định hướng thị trường Nhật Bản cần có kỹ năng ngoại ngữ tiếng Nhật để giao tiếp hiệu quả trong môi trường doanh nghiệp Nhật Bản. 
Trường Đại học Công nghệ thuộc đại học quốc gia nào?,Trường Đại học Công nghệ thuộc Đại học Quốc gia Hà Nội (ĐHQGHN).,Trường Đại học Công nghệ thuộc Đại học Quốc gia Hà Nội (ĐHQGHN). 
"Năm 2025, Đại học Quốc gia Hà Nội (ĐHQGHN) có chương trình trao đổi sinh viên tại đâu?","Năm 2025, Đại học Quốc gia Hà Nội (ĐHQGHN) có chương trình trao đổi sinh viên tại Đại học Quốc gia Singapore (NUS).",Có
Văn bản nào quy định về việc thu học phí với người học xin tạm ngừng học tập tại Trường Đại học Công nghệ?,Quyết định số 3568/QĐ-ĐHQGHN ngày 08 tháng 10 năm 2014 của Giám đốc Đại học Quốc gia Hà Nội.,"Quyết định số 531/QĐ-ĐHCN, ban hành ngày 24 tháng 02 năm 2025, do Hiệu trưởng Trường Đại học Công nghệ ban hành, quy định về việc thu"
"Năm 2025, chương trình tuyển sinh đi học tại Liên bang Nga do đơn vị nào thông báo?","Năm 2025, chương trình tuyển sinh đi học tại Liên bang Nga do Bộ Giáo dục và Đào tạo thông báo.",Bộ Giáo dục và Đào tạo
"Năm 2025, Quỹ Pony Chung tài trợ học bổng thạc sĩ tại trường đại học nào?","Năm 2025, Quỹ Pony Chung tài trợ học bổng thạc sĩ tại Trường Đại học Korea, Hàn Quốc.",A: Không rõ
"Năm 2025, chương trình tuyển sinh đi học tại Bun-ga-ri do đơn vị nào thông báo?","Năm 2025, chương trình tuyển sinh đi học tại Bun-ga-ri do Bộ Giáo dục và Đào tạo thông báo.",Bộ Giáo dục và Đào tạo
"Năm 2025, Đại học Quốc gia Hà Nội (ĐHQGHN) có chương trình trao đổi sinh viên tại trường đại học nào ở Nhật Bản?","Năm 2025, Đại học Quốc gia Hà Nội (ĐHQGHN) có chương trình trao đổi sinh viên tại Đại học Waseda, Nhật Bản.","Có, Đại học Quốc gia Hà Nội (ĐHQGHN) có các chương trình trao đổi sinh viên tại hai trường đại học ở Nhật Bản vào năm 2025:"
Nghiên cứu sinh Bùi Thị Hà thực hiện luận án Tiến sỹ về lĩnh vực nào?,Nghiên cứu sinh Bùi Thị Hà thực hiện luận án Tiến sỹ về hệ thống truyền thông băng tần S cho trạm mặt đất kết nối với vệ tinh quỹ đạo thấp NanoSatellite.,"Nghiên cứu sinh Bùi Thị Hà thực hiện luận án Tiến sỹ về lĩnh vực Kỹ thuật điện tử, cụ thể là nghiên cứu phát triển hệ thống truyền thông băng tần S cho trạm mặt đất kết nối với vệ"
Học bổng Annex học kỳ 2 năm học 2024-2025 dành cho sinh viên trường nào?,"Trường Đại học Công nghệ, ĐHQGHN.","Trường Đại học Công nghệ, ĐHQGHN"
Giá trị học bổng Annex học kỳ 2 năm học 2024-2025 là bao nhiêu?,3.500.000 đồng/sinh viên/học kỳ.,25 triệu đồng/01 sinh viên/năm học. 
Tổng số suất học bổng Annex học kỳ 2 năm học 2024-2025 của toàn ĐHQGHN là bao nhiêu?,25 suất.,Tổng số suất học bổng Annex học kỳ 2 năm học 2024-2025 của toàn ĐHQGHN là 25 suất. 
